tconst,titleType,originalTitle,startYear,runtimeMinutes,numVotes,ordering,region,main_genre,secondary_genre
1439572,movie,Perfect Sense,2011,92,62017,34,IN,Drama,Romance
1439629,tvSeries,Community,2009,22,278433,46,IN,Comedy,No tiene
1439741,tvSeries,Human Target,2010,60,18536,33,IN,Action,Adventure
14402146,movie,Empire of Light,2022,115,19306,3,IN,Drama,Romance
1440232,movie,Les petits mouchoirs,2010,154,26274,18,IN,Comedy,Drama
1440292,movie,Submarine,2010,97,93378,9,IN,Comedy,Drama
14403178,tvSeries,Beef,2023,30,90214,1,IN,Comedy,Drama
1440741,movie,Do ComeÃ§o ao Fim,2009,94,8356,17,IN,Drama,Romance
1441109,tvSeries,Cougar Town,2009,22,44764,2,IN,Comedy,Romance
1441135,tvSeries,Flashforward,2009,42,61493,25,IN,Drama,Mystery
14412362,tvSeries,Chloe,2022,58,3740,29,IN,Drama,Mystery
1441326,movie,Martha Marcy May Marlene,2011,102,54587,34,IN,Drama,Mystery
14417718,tvMiniSeries,The Crowded Room,2023,101,4722,3,IN,Biography,Crime
1441912,movie,The Way,2010,123,34148,11,IN,Comedy,Drama
1442065,tvSeries,Rookie Blue,2010,42,18034,11,IN,Action,Crime
1442435,tvSeries,Mercy,2009,60,3040,5,IN,Drama,No tiene
1442437,tvSeries,Modern Family,2009,22,453724,13,IN,Comedy,Drama
1442449,tvSeries,Spartacus: Blood and Sand,2010,55,248470,45,IN,Action,Adventure
1442462,tvSeries,The Good Wife,2009,43,79126,17,IN,Crime,Drama
1442464,tvSeries,The Middle,2009,22,51494,20,IN,Comedy,Family
1442550,tvSeries,Shark Tank,2009,60,10300,25,IN,Family,Game-Show
14428598,movie,Qala,2022,119,6594,9,IN,Drama,Music
14438964,movie,Goodbye,2022,130,9271,25,IN,Comedy,Drama
14439896,movie,Father Stu,2022,124,25616,4,IN,Biography,Drama
1444382,tvSeries,Cake Boss,2009,30,3264,1,IN,Family,Reality-TV
14449470,tvSeries,FBI: International,2021,43,5309,26,IN,Action,Adventure
14452228,tvSeries,Wolf Like Me,2022,30,7944,12,IN,Comedy,Drama
14452776,tvSeries,The Bear,2022,30,102290,10,IN,Comedy,Drama
14460684,tvSeries,Annarasumanara,2022,70,4333,10,IN,Drama,Fantasy
1446192,movie,Rise of the Guardians,2012,97,184361,14,IN,Action,Adventure
14463542,tvSeries,Intimidad,2022,50,3118,10,IN,Crime,Drama
14466018,tvSeries,Blue Lights,2023,101,6111,1,IN,Crime,Drama
1446714,movie,Prometheus,2012,124,623702,47,IN,Adventure,Mystery
1447500,movie,Magadheera,2009,147,24000,10,IN,Action,Drama
1447508,movie,Peepli [Live],2010,95,12525,2,IN,Comedy,Drama
14479078,tvSeries,Candy,2021,39,14192,19,IN,Thriller,No tiene
14479480,tvMiniSeries,Redemption,2022,58,3469,32,IN,Crime,Drama
14486722,tvSeries,Andropoz,2022,45,4127,23,IN,Comedy,Drama
14490706,tvSeries,"XO, Kitty",2023,30,8494,4,IN,Comedy,Drama
1449175,tvMovie,Hamlet,2009,180,3586,6,IN,Drama,No tiene
14500584,movie,Dorosute no hate de bokura,2020,70,5890,14,IN,Comedy,Sci-Fi
14502728,tvSeries,The Imperfects,2022,45,7143,19,IN,Action,Adventure
1450321,movie,Filth,2013,97,112645,14,IN,Action,Comedy
14507354,tvSeries,The Endgame,2022,43,6492,5,IN,Crime,Drama
14509130,tvMiniSeries,Florida Man,2023,354,8416,4,IN,Crime,Drama
14512538,movie,Roadrunner: A Film About Anthony Bourdain,2021,119,8620,14,IN,Documentary,No tiene
1451409,movie,Pokkiri,2007,161,13171,6,IN,Action,Crime
14518284,tvSeries,Algoissjiman,2021,70,7168,18,IN,Drama,Romance
14518756,tvSeries,Gaet-na-eul cha-cha-cha,2021,70,15848,45,IN,Comedy,Drama
14527836,movie,Naeileui gieok,2021,99,4748,25,IN,Drama,Mystery
1453159,tvMiniSeries,The Pillars of the Earth,2010,60,32159,18,IN,Drama,Romance
14531842,tvSeries,Extraordinary,2023,25,11198,9,IN,Action,Adventure
1453405,movie,Monsters University,2013,104,373195,70,IN,Adventure,Animation
14539726,movie,Breaking Boundaries: The Science of Our Planet,2021,73,3055,8,IN,Documentary,No tiene
1454029,movie,The Help,2011,146,474317,40,IN,Drama,No tiene
14542254,movie,Novembre,2022,106,3969,11,IN,Crime,Drama
14544190,tvSeries,Sprung,2022,35,5043,26,IN,Comedy,No tiene
1454468,movie,Gravity,2013,91,842504,44,IN,Drama,Sci-Fi
1456635,movie,Goon,2011,92,88966,22,IN,Comedy,Drama
14579330,tvMiniSeries,Les combattantes,2022,412,3475,24,IN,Drama,History
1458175,movie,The Next Three Days,2010,133,201153,18,IN,Action,Crime
14586544,tvSeries,Billy the Kid,2022,49,5125,25,IN,Adventure,Biography
14592948,movie,KÃ¦rlighed for voksne,2022,104,11605,2,IN,Crime,Drama
14598754,movie,Honsla Rakh,2021,145,7692,4,IN,Comedy,Drama
14609428,tvSeries,The King's Affection,2021,101,4528,30,IN,Drama,Romance
14614892,movie,Doragon bÃ´ru sÃ»pÃ¢: SÃ»pÃ¢ hÃ®rÃ´,2022,100,12119,10,IN,Action,Adventure
1462059,tvSeries,Falling Skies,2011,42,91379,34,IN,Action,Adventure
14626352,tvSeries,"Komi-san wa, Komyushou Desu.",2021,24,7861,29,IN,Animation,Comedy
1462758,movie,Buried,2010,95,164978,13,IN,Drama,Mystery
1462764,movie,Indiana Jones and the Dial of Destiny,2023,154,29126,55,IN,Action,Adventure
14641542,movie,Le otto montagne,2022,147,7657,14,IN,Drama,No tiene
14641648,tvMovie,Psych 3: This Is Gus,2021,96,4062,5,IN,Comedy,Crime
14641788,movie,Enola Holmes 2,2022,129,88552,32,IN,Action,Adventure
14650054,tvMiniSeries,Terim,2022,221,5453,27,IN,Biography,Documentary
1465522,movie,Tucker and Dale vs Evil,2010,89,186937,12,IN,Comedy,Horror
14661396,tvMiniSeries,Queen Charlotte: A Bridgerton Story,2023,347,38885,8,IN,Drama,History
14664414,tvSeries,Young Royals,2021,50,37184,21,IN,Drama,Romance
14671640,tvSeries,Class of '07,2023,101,4342,19,IN,Comedy,No tiene
14671678,tvSeries,Deadloch,2023,101,3060,6,IN,Comedy,No tiene
14674086,tvSeries,Welcome to Wrexham,2022,28,14619,15,IN,Documentary,Sport
14675860,tvMiniSeries,Welcome to Chippendales,2022,45,6817,29,IN,Biography,Drama
14681732,tvMiniSeries,Sophie: A Murder in West Cork,2021,164,5774,16,IN,Crime,Documentary
14688458,tvSeries,Silo,2023,101,40723,26,IN,Drama,Mystery
1470024,movie,"Marti, dupa Craciun",2010,99,4832,2,IN,Drama,Romance
14728056,tvSeries,Murder in Provence,2022,88,3521,10,IN,Crime,Mystery
1473063,movie,La fille du puisatier,2011,109,4128,1,IN,Drama,Romance
14731254,movie,Val,2021,109,13633,11,IN,Biography,Documentary
14734548,tvMiniSeries,9/11: One Day in America,2021,297,3707,15,IN,Documentary,No tiene
1473832,movie,Bridget Jones's Baby,2016,123,78542,21,IN,Comedy,Drama
1474276,movie,SamÃ¢ uÃ´zu,2009,114,30781,29,IN,Action,Adventure
1474684,tvSeries,Luther,2010,60,148764,21,IN,Crime,Drama
14755038,movie,Cinco lobitos,2022,104,3156,24,IN,Drama,No tiene
1475582,tvSeries,Sherlock,2010,88,955232,36,IN,Crime,Drama
14759406,tvSeries,Guida astrologica per cuori infranti,2021,30,3805,9,IN,Comedy,Romance
14759574,tvSeries,Mrs. Davis,2023,101,7882,23,IN,Comedy,Drama
14775784,movie,GroÃe Freiheit,2021,116,5980,6,IN,Drama,No tiene
1477834,movie,Aquaman,2018,143,494489,36,IN,Action,Adventure
1478338,movie,Bridesmaids,2011,125,300272,25,IN,Comedy,Romance
1478964,movie,Attack the Block,2011,88,109265,13,IN,Action,Adventure
1480684,tvSeries,The League,2009,22,50544,19,IN,Comedy,Sport
14807348,movie,UFO Sweden,2022,115,3887,14,IN,Adventure,Sci-Fi
14810692,movie,Mogadisyu,2021,121,6203,24,IN,Action,Drama
14812782,movie,Jaddeh Khaki,2021,93,5078,32,IN,Comedy,Drama
14819828,tvSeries,Business Proposal,2022,60,16836,17,IN,Comedy,Drama
14821150,movie,Vortex,2021,142,7723,20,IN,Drama,No tiene
14829590,tvMiniSeries,Why Didn't They Ask Evans?,2022,174,6632,25,IN,Mystery,Thriller
1483013,movie,Oblivion,2013,124,538805,36,IN,Action,Adventure
14832996,tvMiniSeries,How to Become a Tyrant,2021,101,10187,27,IN,Biography,Documentary
14846026,movie,Sisu,2022,91,40572,32,IN,Action,War
14852808,tvSeries,The Watcher,2022,332,71648,14,IN,Drama,Horror
1485796,movie,The Greatest Showman,2017,105,294444,43,IN,Biography,Drama
14859416,movie,Kurak GÃ¼nler,2022,129,8629,32,IN,Drama,Thriller
1486217,tvSeries,Archer,2009,22,159857,22,IN,Action,Animation
1486834,movie,The F Word,2013,98,79956,31,IN,Comedy,Romance
14875116,movie,Bro Daddy,2022,159,6587,14,IN,Comedy,Drama
1489428,tvSeries,Justified,2010,44,106750,44,IN,Action,Crime
14899624,tvSeries,Zeytin Agaci,2022,50,5077,35,IN,Drama,Romance
1490017,movie,The Lego Movie,2014,100,372194,31,IN,Action,Adventure
14901058,movie,Mortal Kombat Legends: Battle of the Realms,2021,80,7434,6,IN,Action,Adventure
14914988,movie,Satyaprem Ki Katha,2023,144,4179,9,IN,Comedy,Drama
14915198,movie,Bimbisara,2022,146,7866,2,IN,Action,Drama
1492030,tvMiniSeries,Mildred Pierce,2011,336,22841,3,IN,Drama,No tiene
1492088,tvSeries,Pawn Stars,2009,30,17385,15,IN,Comedy,Reality-TV
1492179,tvSeries,Strike Back,2010,45,32596,4,IN,Action,Drama
14921986,tvSeries,Interview with the Vampire,2022,101,16681,15,IN,Drama,Fantasy
1492966,tvSeries,Louie,2010,22,80539,8,IN,Comedy,Drama
1493239,tvSeries,Terriers,2010,45,11058,16,IN,Comedy,Crime
14932528,tvSeries,Don't Hug Me I'm Scared,2022,23,4079,12,IN,Animation,Comedy
1493923,tvSeries,Him & Her,2010,28,4643,3,IN,Comedy,No tiene
1495708,tvSeries,Covert Affairs,2010,60,30696,1,IN,Action,Crime
14961048,tvSeries,Swarm,2023,101,12080,19,IN,Comedy,Drama
1496729,movie,Aaranya Kaandam,2010,126,5087,4,IN,Action,Comedy
1496832,movie,Paiyaa,2010,152,3346,1,IN,Action,Adventure
1497609,tvSeries,Vexed,2010,60,3752,4,IN,Comedy,Crime
1498569,movie,Restless,2011,91,18147,16,IN,Drama,Romance
14986406,tvSeries,Bleach: Sennen Kessen-hen,2022,24,20254,16,IN,Action,Adventure
14988886,movie,U Turn,2023,140,3184,8,IN,Crime,Drama
14989778,movie,Kanam,2022,160,3086,13,IN,Drama,Sci-Fi
14992922,movie,The Tinder Swindler,2022,114,69376,42,IN,Crime,Documentary
1499658,movie,Horrible Bosses,2011,98,459262,27,IN,Comedy,Crime
15006566,movie,As bestas,2022,137,11880,4,IN,Drama,Thriller
15012798,tvMiniSeries,All or Nothing: Arsenal,2022,50,5594,1,IN,Documentary,Sport
15017118,tvSeries,Dark Winds,2022,49,9935,31,IN,Crime,Drama
15026724,tvSeries,Geu hae u-ri-neun,2021,70,7922,27,IN,Drama,Romance
15036416,movie,Shiny_Flakes: The Teenage Drug Lord,2021,96,5368,22,IN,Biography,Crime
1503769,movie,Collapse,2009,82,6801,4,IN,Documentary,No tiene
1504320,movie,The King's Speech,2010,118,693156,39,IN,Biography,Drama
15049206,tvMiniSeries,Cocaine Cowboys: The Kings of Miami,2021,273,3003,24,IN,Crime,Documentary
15054962,tvSeries,Heartbreak High,2022,50,8666,5,IN,Drama,Romance
1509004,tvSeries,Enlightened,2011,28,9714,9,IN,Comedy,Drama
15090124,movie,Mad God,2021,83,11974,26,IN,Animation,Fantasy
15096728,tvSeries,Wielka woda,2022,45,5611,24,IN,Drama,No tiene
15097216,movie,Jai Bhim,2021,164,207716,8,IN,Crime,Drama
1510906,movie,Third Star,2010,92,7417,13,IN,Drama,No tiene
15109082,movie,An CailÃ­n CiÃºin,2022,95,14501,24,IN,Drama,No tiene
15115280,movie,Sundown,2021,82,5602,24,IN,Drama,No tiene
1512235,movie,Super,2010,96,82266,13,IN,Action,Comedy
1512685,movie,Los ojos de Julia,2010,118,36525,10,IN,Horror,Mystery
15128068,movie,Monica O My Darling,2022,129,18766,14,IN,Comedy,Crime
15135104,tvSeries,Kleo,2022,44,11390,26,IN,Action,Crime
15145764,movie,Freddy,2022,124,31745,27,IN,Drama,Mystery
1515091,movie,Sherlock Holmes: A Game of Shadows,2011,129,467200,32,IN,Action,Adventure
1515193,tvSeries,The Big C,2010,30,15283,26,IN,Comedy,Drama
15180134,tvSeries,Reboot,2022,30,8275,14,IN,Comedy,No tiene
15193162,movie,The Conversion,2022,134,5842,5,IN,Drama,No tiene
1519931,tvSeries,Haven,2010,60,39718,22,IN,Crime,Drama
15218000,movie,Fire Island,2022,105,12046,4,IN,Comedy,Romance
15222080,tvSeries,Blue Lock,2022,22,9263,29,IN,Animation,Sport
15242330,movie,The First Slam Dunk,2022,124,3140,26,IN,Animation,Comedy
15255876,movie,Emily the Criminal,2022,97,44463,20,IN,Crime,Drama
15257644,movie,Mili,2022,127,10370,12,IN,Drama,Thriller
15260794,tvMiniSeries,Turning Point: 9/11 and the War on Terror,2021,312,10366,35,IN,Documentary,History
1526318,tvSeries,Borgen,2010,58,28387,48,IN,Drama,No tiene
1526323,movie,Arya 2,2009,155,7041,5,IN,Action,Comedy
15264192,tvSeries,Murderville,2022,33,14470,7,IN,Comedy,Crime
1527186,movie,Melancholia,2011,135,188799,49,IN,Drama,Sci-Fi
1527788,movie,Ajeossi,2010,119,72240,9,IN,Action,Crime
15282746,tvSeries,Drops of God,2023,101,4604,18,IN,Drama,No tiene
1528406,tvSeries,Fairy Tail: FearÃ® teiru,2009,24,26252,1,IN,Action,Adventure
15289042,tvSeries,First Love,2022,50,3987,6,IN,Drama,Romance
1529569,movie,De vrais mensonges,2010,105,7487,2,IN,Comedy,Romance
1529572,movie,Trust,2010,106,43367,2,IN,Crime,Drama
15301048,movie,"Argentina, 1985",2022,140,26725,26,IN,Biography,Crime
15302222,movie,Bholaa,2023,144,20439,11,IN,Action,Adventure
1530541,tvSeries,Offspring,2010,60,5212,3,IN,Comedy,Drama
15309708,movie,Uunchai,2022,173,6914,12,IN,Adventure,Drama
1531901,movie,Byzantium,2012,118,44872,35,IN,Drama,Fantasy
1532495,tvSeries,American Rust,2021,60,9223,30,IN,Crime,Drama
1532503,movie,Beginners,2010,105,93651,31,IN,Comedy,Drama
15327088,movie,Kantara,2022,148,96370,11,IN,Action,Adventure
1533010,tvSeries,Lip Service,2010,60,4460,19,IN,Drama,No tiene
1533395,tvMiniSeries,Life,2009,473,41765,39,IN,Documentary,No tiene
1533435,tvSeries,Miranda,2009,30,16321,29,IN,Comedy,No tiene
1533748,movie,Orange,2010,162,3908,5,IN,Comedy,Drama
1533749,movie,Xin shao lin si,2011,131,19854,2,IN,Action,Drama
15339456,movie,Marcel the Shell with Shoes On,2021,90,19549,33,IN,Animation,Comedy
15339570,movie,Champions,2023,124,13957,20,IN,Comedy,Drama
15340724,movie,20segi sonyeo,2022,119,6433,20,IN,Drama,Romance
15341106,movie,Writer Padmabhushan,2023,123,5339,5,IN,Comedy,Drama
15341442,tvSeries,The Croods: Family Tree,2021,22,3416,2,IN,Adventure,Animation
1534360,tvSeries,Ezel,2009,90,34770,18,IN,Crime,Drama
1535108,movie,Elysium,2013,109,458697,18,IN,Action,Drama
1535109,movie,Captain Phillips,2013,134,475408,21,IN,Action,Biography
15351648,tvSeries,Three Pines,2022,54,11932,18,IN,Crime,Drama
1535970,movie,The Ledge,2011,101,20034,19,IN,Drama,Romance
15361028,movie,Jalsa,2022,126,6726,2,IN,Drama,Thriller
1536537,movie,What Happened to Monday,2017,123,128887,36,IN,Action,Crime
15376894,movie,Saint Omer,2022,122,3261,19,IN,Drama,No tiene
15390524,tvSeries,Partner Track,2022,60,6646,4,IN,Drama,No tiene
15392100,tvMiniSeries,The Billion Dollar Code,2021,267,10112,24,IN,Biography,Crime
15421858,tvSeries,Alaska Daily,2022,47,8539,3,IN,Drama,No tiene
1542344,movie,127 Hours,2010,94,388006,32,IN,Biography,Drama
15427980,movie,Vaathi,2023,139,8383,19,IN,Action,Drama
15438246,tvMiniSeries,Kaleidoscope,2023,373,39841,3,IN,Action,Crime
15440322,movie,Dasara,2023,156,9008,10,IN,Action,Adventure
15441266,tvMiniSeries,Transatlantic,2023,353,4050,16,IN,Drama,History
15445056,movie,Athena,2022,99,19116,21,IN,Action,Drama
15452062,movie,Walad min al-Janna,2022,126,4826,14,IN,Drama,Thriller
1545214,tvSeries,Kung Fu Panda: Legends of Awesomeness,2011,22,7069,36,IN,Action,Adventure
15466144,tvSeries,Uncoupled,2022,30,17920,17,IN,Comedy,Drama
15469192,tvSeries,Rough Diamonds,2023,50,3062,19,IN,Crime,Drama
15469618,tvSeries,Bad Sisters,2022,53,26608,33,IN,Comedy,Drama
15471900,tvSeries,Rana Naidu,2023,50,10622,2,IN,Action,Crime
1547234,movie,Premium Rush,2012,91,116457,25,IN,Action,Crime
15475608,tvMiniSeries,Olaf Presents,2021,4,3444,9,IN,Animation,Comedy
15477504,movie,Nanpakal Nerathu Mayakkam,2022,105,3900,14,IN,Comedy,Drama
15477556,tvSeries,London Files,2022,36,13425,4,IN,Action,Crime
15479704,tvMiniSeries,The Puppet Master: Hunting the Ultimate Conman,2022,127,7757,3,IN,Crime,Documentary
15487922,tvSeries,Wolf Pack,2023,53,8133,9,IN,Drama,Fantasy
1548850,tvSeries,Misfits,2009,60,104274,25,IN,Comedy,Drama
15490038,tvSeries,Kotaro wa Hitori Gurashi,2022,27,3622,7,IN,Animation,Comedy
1549572,movie,Another Earth,2011,92,97897,1,IN,Drama,Romance
15501640,movie,Drishyam 2,2022,140,37996,23,IN,Crime,Drama
1551632,tvSeries,Rizzoli & Isles,2010,101,36000,14,IN,Crime,Drama
1552112,tvSeries,The Glades,2010,60,14258,22,IN,Action,Crime
1553644,tvSeries,The Ricky Gervais Show,2010,30,16901,8,IN,Animation,Comedy
1553656,tvSeries,Under the Dome,2013,43,109474,23,IN,Drama,Mystery
1553659,movie,Breath,2017,115,3688,8,IN,Adventure,Drama
15546822,movie,Mukundan Unni Associates,2022,128,4882,6,IN,Comedy,Crime
15552018,tvSeries,American Born Chinese,2023,30,4502,19,IN,Action,Adventure
15553922,tvSeries,Juvenile Justice,2022,60,4322,20,IN,Crime,Drama
15565872,tvMiniSeries,A Spy Among Friends,2022,55,4376,16,IN,Drama,Thriller
15574312,tvSeries,The Patient,2022,300,26147,18,IN,Drama,Mystery
15576460,movie,Zara Hatke Zara Bachke,2023,132,8073,9,IN,Comedy,Drama
15576504,tvSeries,The Night Manager,2023,47,9624,4,IN,Action,Crime
1559549,movie,Restrepo,2010,93,24108,9,IN,Biography,Documentary
15600222,movie,An Action Hero,2022,130,29829,10,IN,Action,Comedy
1560139,movie,Boy,2010,87,28065,12,IN,Comedy,Drama
1560220,movie,Zombieland: Double Tap,2019,99,190052,41,IN,Action,Comedy
1560747,movie,The Master,2012,138,180295,37,IN,Drama,History
15614372,tvMiniSeries,Strappare lungo i bordi,2021,20,10428,18,IN,Animation,Comedy
1561755,tvSeries,Bob's Burgers,2011,22,86599,36,IN,Animation,Comedy
1562872,movie,Zindagi Na Milegi Dobara,2011,155,81803,11,IN,Comedy,Drama
1563738,movie,One Day,2011,107,158577,54,IN,Drama,Romance
1564349,movie,Dolphin Tale,2011,113,25105,6,IN,Drama,Family
15654262,movie,Chup,2022,135,23455,27,IN,Crime,Drama
15654800,movie,Era ora,2022,109,3159,15,IN,Comedy,Drama
15671028,movie,No Hard Feelings,2023,103,12248,41,IN,Comedy,No tiene
1567432,tvSeries,Teen Wolf,2011,41,156682,19,IN,Action,Drama
1567609,movie,Get the Gringo,2012,96,109975,13,IN,Action,Drama
15677150,tvSeries,Shrinking,2023,33,48864,23,IN,Comedy,Drama
15680228,movie,Bheed,2023,124,10959,9,IN,Drama,History
1568338,movie,Man on a Ledge,2012,102,155899,19,IN,Action,Crime
15686254,tvSeries,Sama Taimu Renda,2022,25,4011,11,IN,Animation,Drama
1568911,movie,War Horse,2011,146,161667,16,IN,Action,Adventure
1568921,movie,Karigurashi no Arietty,2010,94,97510,49,IN,Adventure,Animation
15700830,tvMiniSeries,A Storm for Christmas,2022,200,3709,14,IN,Comedy,Drama
1570728,movie,"Crazy, Stupid, Love.",2011,118,535848,10,IN,Comedy,Drama
15710136,movie,Yashoda,2022,135,11248,8,IN,Action,Crime
1571249,movie,The Skeleton Twins,2014,93,43411,24,IN,Comedy,Drama
1571724,movie,Bal,2010,103,7330,6,IN,Drama,No tiene
15723914,tvSeries,Catching Killers,2021,101,4596,12,IN,Crime,Documentary
1572781,movie,Suzumiya Haruhi no shÃ´shitsu,2010,162,7659,5,IN,Animation,Drama
15765670,tvSeries,Sono Bisque Doll wa Koi wo Suru,2022,24,10976,9,IN,Animation,Comedy
15767808,movie,The Last Kingdom: Seven Kings Must Die,2023,111,28445,16,IN,Action,Drama
15768294,movie,Banaras,2022,150,3153,1,IN,Romance,No tiene
15771916,movie,You Hurt My Feelings,2023,93,3331,19,IN,Comedy,Drama
1578258,tvSeries,Detroit 1-8-7,2010,42,3425,1,IN,Action,Crime
15787870,tvMiniSeries,La chica de nieve,2023,273,6580,24,IN,Crime,Drama
1578873,tvSeries,Pretty Little Liars,2010,44,172614,51,IN,Drama,Mystery
1578887,tvSeries,Luck,2011,52,6036,5,IN,Drama,Sport
15791034,movie,Barbarian,2022,102,151916,13,IN,Horror,Mystery
1579592,movie,Kick,2009,155,5248,4,IN,Action,Comedy
1580704,movie,That Girl in Yellow Boots,2010,103,3968,9,IN,Crime,Drama
15807910,movie,I Used to Be Famous,2022,104,9729,26,IN,Comedy,Drama
1582350,tvSeries,Episodes,2011,30,35789,17,IN,Comedy,No tiene
1582457,tvSeries,The Borgias,2011,50,52588,5,IN,Crime,Drama
1582459,tvSeries,The Event,2010,43,26396,22,IN,Crime,Drama
15831978,movie,Cash,2021,118,4479,2,IN,Comedy,Drama
1583256,movie,Gamyam,2008,120,3519,6,IN,Drama,No tiene
1583607,tvSeries,Hot in Cleveland,2010,30,15315,15,IN,Comedy,No tiene
1583638,tvSeries,Mr. Sunshine,2011,293,7147,10,IN,Comedy,No tiene
15838850,movie,Beomjoidosi 2,2022,106,7661,3,IN,Action,Crime
1584000,tvSeries,Durarara!!,2010,24,7582,15,IN,Action,Animation
1586676,tvSeries,Fairly Legal,2011,41,8764,4,IN,Comedy,Drama
1586680,tvSeries,Shameless,2011,46,257922,28,IN,Comedy,Drama
1587000,tvSeries,Rake,2010,60,8283,9,IN,Comedy,Drama
1587310,movie,Maleficent,2014,97,387651,19,IN,Adventure,Family
1587420,movie,Mixtape,2021,93,3958,23,IN,Comedy,Drama
15875168,tvSeries,Mo,2022,30,8475,34,IN,Comedy,Drama
1587669,tvSeries,Body of Proof,2011,60,19029,35,IN,Comedy,Crime
1587678,tvSeries,Happy Endings,2011,22,39319,7,IN,Comedy,Romance
1587707,movie,Exit Through the Gift Shop,2010,87,67614,27,IN,Comedy,Crime
1587934,tvSeries,American Ninja Warrior,2009,40,4087,5,IN,Action,Adventure
1588170,movie,Ang-ma-reul bo-at-da,2010,144,138005,18,IN,Action,Crime
1588173,movie,Warm Bodies,2013,98,236801,27,IN,Comedy,Horror
1588334,movie,"Jeff, Who Lives at Home",2011,83,64810,11,IN,Comedy,Drama
1588895,movie,Loong Boonmee raleuk chat,2010,114,16600,23,IN,Drama,Fantasy
15893750,movie,Rye Lane,2023,82,7206,22,IN,Comedy,Drama
1590089,movie,Kokuhaku,2010,106,40670,21,IN,Drama,Thriller
1590961,tvSeries,Breakout Kings,2011,43,15988,22,IN,Crime,Drama
1591095,movie,Insidious,2010,103,320706,23,IN,Horror,Mystery
1591493,tvSeries,No Ordinary Family,2010,60,16879,19,IN,Action,Comedy
1592154,tvSeries,Nikita,2010,60,52627,37,IN,Action,Crime
1592254,tvSeries,The Defenders,2010,60,3975,15,IN,Comedy,Crime
1593756,tvSeries,Outsourced,2010,30,12576,9,IN,Comedy,No tiene
1595680,tvSeries,Being Human,2011,44,26292,5,IN,Drama,Fantasy
1595859,tvSeries,Blue Bloods,2010,43,43857,2,IN,Crime,Drama
1596343,movie,Fast Five,2011,130,394864,29,IN,Action,Crime
1596345,movie,Pawn Sacrifice,2014,115,47617,39,IN,Biography,Drama
1596346,movie,Soul Surfer,2011,112,51306,12,IN,Biography,Drama
1596363,movie,The Big Short,2015,130,449852,13,IN,Biography,Comedy
